lam,mean_spearman,std_spearman,mean_auc_loss,std_auc_loss
0.0,0.8303030303030302,0.16099240587594058,0.0010146644779084008,0.0016263177127263603
0.25,0.8344242424242423,0.1530408771918142,0.0010615715925418334,0.0016232591343856
0.5,0.8397575757575757,0.1357577966249639,0.000955976952412152,0.001580144234428326
0.75,0.8392727272727272,0.1396880015151023,0.0009590068648941086,0.0016436001680013171
1.0,0.8368484848484848,0.13262780672772903,0.0009888094222648813,0.0016749909118843511
