approach,spearman_loo,spearman_loso,spearman_diff_loso_minus_loo,aucloss_loo,aucloss_loso
AR,0.7483636363636365,0.7347878787878787,-0.013575757575757796,0.0021072188419707,0.0021985527068794624
MR,0.7464534327556724,0.7420507045786975,-0.004402728176974957,0.0020887924615023,0.003606382303640519
SW,0.7405909343606712,0.7407138049630371,0.00012287060236582104,0.0024152187606892,0.002449172440563355
RegressorOnP,0.8383030303030301,0.8012121212121213,-0.03709090909090884,0.0010270201488943,0.0012675428691552102
RegressorOnR,0.8402857805568676,0.7797441079933399,-0.060541672563527715,0.001015414672174,0.0017345225395253797
Harris,0.8397575757575757,0.798060606060606,-0.04169696969696968,0.0009559769524121,0.0012569800677923971
